Type,Assignee,Created,Created Epoch,Description,Comments
Bug,Hadrian Zbarcea,2007-12-18T14:16:34+0000,1197987394,apache-camel-1.2.jar's META-INF/services/org/apache/camel/TypeConverter file contained only "org.apache.camel.converter" The lastest apache-camel-1.3-SNAPSHOT.jar's file contains only "org.apache.camel.components.mail"  Apparently  the file should contain the concatenation of all of the sub-component TypeConverter files.  For more info see: http://www.nabble.com/apache-camel-1.3-SNAPSHOT.jar-TypeConverter-to14387417s22882.html,Closed all 1.3 tickets. 
Improvement,Willem Jiang,2007-12-18T14:58:43+0000,1197989923,I need to stop a RouteBuilder. A solution for this issue could be access to routeCollection property in RouteBuilder class.,The method is added in the svn repository.. Closed all 1.3 tickets. 
Bug,Unassigned,2007-12-19T13:50:23+0000,1198072223,Found an error in method contains of class org.apache.camel.util.ObjectHelper. If using an array instead of a collection.  Following line is wrong: Iterator iter = ObjectConverter.iterator(value);  It should be iterated over collectionOrArray variable. Correct line is: Iterator iter = ObjectConverter.iterator(collectionOrArray);   Complete new method is:  public static boolean contains(Object collectionOrArray  Object value) {     if (collectionOrArray instanceof Collection)  {         Collection collection = (Collection)collectionOrArray;         return collection.contains(value);     }  else {         Iterator iter = ObjectConverter.iterator(value);         while (iter.hasNext()) {             if (equal(value  iter.next()))  {                 return true;             }         }         return false;     } },This issue has been fixed with the CAMEL-290. Closed all 1.3 tickets. 
Bug,Unassigned,2007-12-19T18:36:15+0000,1198089375,In the CxfEndpointBeanDefinitionParser  the list elements being read are cast to com.sun.xml.bind.v2.schemagen.xmlschema.List class which is never true...  Why don't we just leave it as a object or atleast cast it to a java.util.List?  For getting the error just add the following configuration to a cxf endpoint:    <cxf:cxfEndpoint id="toEndpoint1"                     address="http://localhost:9091/GreeterContext/GreeterPort"                     serviceClass="demo.router.Greeter">       <cxf:features>           <cxfcore:logging/>       </cxf:features>   </cxf:cxfEndpoint>  cxfcore points to the "http://cxf.apache.org/core" namespace.  I have attached a patch for this problem & would appreciate if someone applied it.  Thanks  Balaji,Patch applied with thanks!. 
Improvement,Hadrian Zbarcea,2007-12-19T22:32:01+0000,1198103521,After my first smaller rework in issue camel-262 I now completely reworked the file component to remove any cyclic references and clean up the code.  The first thing I did was separating the FileComponent from the other classes in package file by moving them to a new package .impl. This way I was able to remove the cycle between the strategy package and the file package.  The second step was to move all config data from FileEndPoint to a new class FileEndPointConfig. This way I was able to remove the cycle between FileEndPoint  FileProducer and FileConsumer.  Next I removed FileMessage and FileExchange and instead relied on the default objects. The file is simply stored in DefaultMessage.body. There was even a comment in the code asking if FileExchange was necessary before. So I hope this is ok?  I had to adapt the tests to the new structure but only changed the tests where it was absolutely necessary. All tests run fine.  What do you think?,Christian  is the FileEndpointConfig class missing from the patch?. Hi Hadrian   sorry that I reply so late. I was on a conference last week and had a bad flue afterwards.  I have created the patchfile like described in the wiki. But I am not so sure it is correct. I have created a new directory impl and the patch looks not correct there. So I have also attached complete copies of the source files in components/file as well as the corresponding tests.  I have also updated my checkout before making the patch and copies so I hope there are no conflicts.  Best regards  Christian. I ended up not using the patch. I removed the tangle by loading the factory dynamically. The factory is now pluggable via a strategy.factory.class property.  Christian  thanks for spotting this!. Hadrian. Shouldn't we reuse the helper methods on ObjectHelper to load class  create a new instance and invoke methods. It already has the try .. catch handling etc.  ObjectHelper.loadClass ObjectHelper.newInstance ObjectHelper.invokeMethod. Fixed per Mr Hawk-Eye's request. Thanks!. 
Bug,Guillaume Nodet,2007-12-20T13:49:14+0000,1198158554,A workaround seems to be    delayer(constant(new Long(0))  3000),Sending camel-core/src/main/java/org/apache/camel/model/DelayerType.java Sending camel-core/src/main/java/org/apache/camel/model/ExpressionNode.java Sending camel-core/src/test/java/org/apache/camel/processor/DelayerTest.java Transmitting file data ... Committed revision 605931.. 
Bug,Hadrian Zbarcea,2007-12-24T13:11:51+0000,1198501911,Bug in AggregatorType which makes setBatchTimeout method unusable if setBatchSize is not set before.,Nice catch Przemyslaw!  You didn't grant ASF license to apply this patch. Do you mind doing it? Thanks a bunch!. Patch applied with thanks!. Closed all 1.3 tickets. 
Improvement,Unassigned,2007-12-25T08:27:20+0000,1198571240,when cxf bus init  all tranports module on the classpath should register itself to the bus automatically. cxf machenism for this is just add a spring bean to describe the transport id and transport factory class mapping per as below <beans xmlns="http://www.springframework.org/schema/beans"        xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"        xmlns:foo="http://cxf.apache.org/configuration/foo"        xsi:schemaLocation="        http://www.springframework.org/schema/beans http://www.springframework.org/schema/beans/spring-beans.xsd">      <bean class="org.apache.camel.component.cxf.transport.CamelTransportFactory" lazy-init="true">         <property name="bus" ref="cxf"/>         <property name="transportIds">             <list>               <value>http://cxf.apache.org/transports/camel</value>             </list>         </property>     </bean> </beans>,files affected  M src/test/java/org/apache/camel/component/cxf/transport/CamelDestinationTest.java M src/test/java/org/apache/camel/component/cxf/transport/CamelTestSupport.java M src/main/java/org/apache/camel/component/cxf/transport/CamelTransportFactory.java A src/main/resources/META-INF/cxf A src/main/resources/META-INF/cxf/cxf-extension-camel.xml A src/main/resources/META-INF/cxf/cxf.extension M src/main/resources/bus-extensions.xml. Sending camel-cxf/src/main/java/org/apache/camel/component/cxf/transport/CamelTransportFactory.java Adding camel-cxf/src/main/resources/META-INF/cxf Adding camel-cxf/src/main/resources/META-INF/cxf/cxf-extension-camel.xml Adding camel-cxf/src/main/resources/META-INF/cxf/cxf.extension Sending camel-cxf/src/main/resources/bus-extensions.xml Sending camel-cxf/src/test/java/org/apache/camel/component/cxf/transport/CamelDestinationTest.java Sending camel-cxf/src/test/java/org/apache/camel/component/cxf/transport/CamelTestSupport.java Transmitting file data ...... Committed revision 608777.. Closed all 1.3 tickets. 
New Feature,Hadrian Zbarcea,2007-12-25T16:24:04+0000,1198599844,New component proposal for dealing with streams (System.in System.err System.out). It might be very usable for testing/prototyping purposes eg.  to be able to get some input from System.in and pass it through the workflow  or maybe to "wiretap" some exchange to System.out in order to have some debug output on the console. Simple thing  but hopefully could enrich Camel components stack somehow,Patch has been applied with thanks to Przemyslaw.  BTW  Please use svn diff to generate the patch   there is a bug which will generate the different file twice in the svn tortoises if you create a patch for new added directory.. Przemyslaw  could you please grant ASF license to include this patch? I will let it in for now  but we'd have to back it out if this is not addressed. Thanks a lot and keep them coming!. ASF licence has been granted and I've attached the new version.. Patch applied with thanks!. I took a stab at some initial documentation...  http://cwiki.apache.org/CAMEL/stream.html  feel free to add improvements. How the stream header really works should be better documented  maybe with a java snippet example. I created a subtask for the doc improvements. I'm gonna look at it and add something soon. Closed all 1.3 tickets. 
Bug,Hadrian Zbarcea,2007-12-26T13:16:52+0000,1198675012,TheadType is missing in org/apache/camel/model/jaxb.index => JAXB don't know how to unmarshall thread.  Bug description found in Camel Users forum : http://www.nabble.com/Processor-thread-pool-td13212513s22882.html,Hi Jerome  could you please grant license to ASF for patch inclusion? Thanks!. since it was such a trivial fix  I just went ahead and added that string myself without using the patch. Closed all 1.3 tickets. 
Bug,Unassigned,2007-12-26T13:30:52+0000,1198675852,http\://activemq.apache.org/camel/schema/spring/camel-spring-1.1.xsd becomes http\://activemq.apache.org/camel/schema/spring/camel-spring-1.1.0.xsd http\://activemq.apache.org/camel/schema/spring/camel-spring-1.2.xsd becomes http\://activemq.apache.org/camel/schema/spring/camel-spring-1.2.0.xsd  There's no camel-spring-1.1.xsd and camel-spring-1.2.xsd under http://activemq.apache.org/camel/schema/spring/,Many thanks for the JIRA and patch. This was an easy fix so I fixed it without the patch.  Next time you submit a patch file could you please click on the "Grant license to ASF for inclusion in ASF work" button please?  Keep up the great work - thanks!. Closed all 1.3 tickets. 
Bug,Hadrian Zbarcea,2007-12-27T10:45:18+0000,1198752318,Issue described here: http://www.nabble.com/BeanProcessor-multiple-method-invocation-on-same-bean-to14506245s22882.html#a14506245,Applied the patch with thanks to Roman.. I was wondering if a neater solution would be that whenever we use code like this...  beanRef("someBeanName"  "someMethodName")   that we always use that method name - and ignore the header thats on the message. i.e. if someone really wants a foo method to be called in the DSL  we shouldn't magically call some other method just because there's a header (from maybe a previous message exchange or something).  Thoughts?. Hi James   I agree with you and just did a quick fix for this   it will be committed soon.  Willem.. Hello Guys!  Didn't we just came back to the very beginning of the issue with the patch that was applied? Because now we explicitly set the METHOD_NAME header in BeanProcessor so it affects further invocations and clears the current value of the header (title of this issue  ).  I agree with James that we should use the method name provided  but  setHeader(METHOD_NAME  constant("bar") .beanRef("someBeanName"  "foo") .beanRef("someBeanName")   should result (I think) with foo() invocation and then bar() (from header) while now the header seems to be overridden.  BTW I don't have any access to java on the computer I'm using right now  so it is hard to test it. If I'm wrong - just ignore it. I'm just looking at the mail that describes the latest commit.. Hi Roman   I think there are lots of place can change the Message header (the sender or the processor). If you treat the DSL rule as the first class citizen in camel   I think we need to let DSL override the message Header's METHOD_NAME.  Any thoughts?. I agree on the fact  that DSL could modify some header  and there is nothing wrong about it. I just think  that in a case I presented in my comment it shouldn't.  the question is: what is the intended behavior of  beanRef("someBean"  "fooMethod")   I think  that it is 'execute fooMethod() on someBean (and doesn't change current METHOD_NAME header)'  while it is not 'execute fooMethod() and overwrite METHOD_NAME so all next invocations will execute fooMethod()'.  Maybe it is my misunderstanding of the concept  but I believe  that from external point of view BeanProcessor shouldn't change METHOD_NAME header.  I assume that internally it could change this header  but I can imagine a bean that tries to use @Header(METHOD_NAME) annotation - should it be given it's own method name  or original value of METHOD_NAME header? I believe that the second answer is 'more' correct (but I'm not 100% convinced).  What I describe is only my thoughts - if we assume that it should work the way it does now  then let's document it and we are done. I just think  that it is not working in a way I would expect it to.. I think Roman's right. The effects of an invocation  beanRef("someBeanName"  "someMethodName"). beanRef("someBeanName")   should not extend beyond its scope. For the second call one should either explicitly define the method to be invoked or to rely on the request made by the caller via the METHOD_NAME header. I updated the code to reflect this behavior.. Roman  before I close this bug  could you please grant Apache license for inclusion of your patch (which Willem already applied). Thanks!. License granted.  But have in mind that this patch is my original proposal. It always looks at the METHOD_NAME header  while it should look there only if there is no method explicitily specified on an endpoint (see James comment at the very beginning). Roman  I was aware of that  thanks for pointing it out. Camel already behaves and James suggested. My last patch addresses your comment that there should be no side effects if a method name is explicitly defined as per James' comment. Please see my comment above. I think this issue can now be closed to everybody's satisfaction.. Closed all 1.3 tickets. 
New Feature,Unassigned,2007-12-28T08:32:06+0000,1198830726,I decided to get my hands dirty by taking https://issues.apache.org/activemq/browse/CAMEL-8  I had in mind a feature like this:  from("....").dynamicRouter(myRouter);  where myRouter is a class that implements some interface so that it provides a list of endpoints (or one endpoint as well) to send messages to. Of course it creates some room for further improvements like providing Drools integration or another sophisticated routing mechanism based on "rules" so to speak. The idea is to have message and depending on its content create destinations dynamically per flow.  Anyway when expressed by DSL it's quite nice to use (however still the same is doable playing with processors). What do you think about it? Does it make sense?,Great initiative!  I think we'll need to think a bit about this one. AFAIK  the intent behind CAMEL-8 is to support the following scenario:  client sends message to router (camel) camel processes and send to a server  server replies  but the response contains a service url (e.g. a 'createAccount' operation that returns the url for the newly created Account service). Now the issue is that the new url may be of no use to the client for quite a few reasons  for instance client may not support the protocol - but camel does - or the server may be behind a firewall  accessible to camel  but not to the client) camel creates new endpoint and deploys route to the new service  modifies the response to send its own url back to the client We can implement a control feature in camel to support dynamic creation and deployment of routes.  From looking at your patch  i am not sure how it's different than using a Processor. Do I miss something? How is your scenario different from CAMEL-8?  I'll be out for a week  but I'd be more than happy to tackle this one when back. Happy New Year!. Moving to 2.0. We already got it http://camel.apache.org/dynamic-router.html. 
Improvement,Claus Ibsen,2007-12-29T23:41:44+0000,1198971704,Prefer dependency on unbundled spring jars.  camel-core depends on spring-context camel-jms depends on spring-jms  Discussion at http://www.nabble.com/pom-dependency-on-%22spring%22-instead-of-%22spring-context%22-et-al.-td14475572s22882.html#a14531049,Steven  Its quite a work to find out exactly all the spring related dependencies in all the camel components.  There are 40 pom files using spring. So we need a patch that covers all those 40.. Resolved camel-core camel-jms  TODO: camel-groovy camel-ibatis camel-jpa camel-mail camel-osgi camel-ruby camel-script camel-spring camel-sql camel-stringtemplate camel-testng camel-uface camel-velocity camel-example-spring camel-example-spring-xquery camel-itest-spring-2.0. Renamed title and target this for 1.4. I got most of them covered now.. Some of the components depend on camel-spring  maybe we need to double check that this is really true.. First cut patch  there could still be some issues. Could Maven super freaks take a look.. I am OK for that patch . Claus   just a question. Why do you add dependency of the spring-aop and spring-tx in the camel-spring module?. Willem I think it was because camel-spring needs these to compile. We should take a 2nd look  maybe they are only used for testing. Try removing them and see what happens.. spring-tx is needed by camel-spring to compile  camel\components\camel-spring\src\main\java\org\apache\camel\spring\spi\TransactionInterceptor.java:[25 39] package org.springframework.transaction does not exist. And spring-aop is needed by the unit tests  Caused by: java.lang.NoClassDefFoundError: org/springframework/aop/framework/ProxyFactory. Committed to trunk at rev 647941. Willem fixed the problem with pom in came-bam.  Bamboo is also happy and it looks like it works. If anyone having trouble then reopen.. 
Improvement,Unassigned,2007-12-31T15:49:31+0000,1199116171,For a discussion see: http://www.nabble.com/spliting-iBatis-query-result-tp14499404s22882p14499404.html,Patch applied to support arrays or Collection objects being sent to the ibatis endpoint. 
Improvement,Willem Jiang,2008-01-05T14:02:28+0000,1199541748,The submitted patch have these improvements to the logger in deadletterchannel for delivery attempts  	outputs exchange id so we can correlate the lines in the log files. 	now also logs when the exchange could not be delivered and was handled by the failure processer (usually a deadletterchannel) 	minor issues with existing debug logging when sleeping (now also output millis) to be in line with other similar log lines in Camel    I have not outputted the exchange itself (exchange.toString()) when the delivery could not be delivered successfully since there could be sensitive data in the exchange (e.g. an invoice input message) that we do not want to be logged in our log.  But I think the logging of the exchange id is a good improvement and that they are aligned in the same position in the logline so it's easier to grep/find in the logs when you investigate and incident.,The patch.  I have faxed and signed the Apache CLA 2-3 years ago (my name is on the list  but I do not recall when the list is on the apache site).. And a sample of the logging I have tested with:  2008-01-05 15:00:41 140 [enerContainer-2] ERROR org.apache.camel.processor.DeadLetterChannel - Failed delivery for exchangeId: ID-claus-acer/2575-1199541640390/0-9. On delivery attempt: 0 caught: java.lang.IllegalArgumentException: Hey I forced this exception to test something  2008-01-05 15:00:42 187 [enerContainer-2] ERROR org.apache.camel.processor.DeadLetterChannel - Failed delivery for exchangeId: ID-claus-acer/2575-1199541640390/0-9. On delivery attempt: 1 caught: java.lang.IllegalArgumentException: Hey I forced this exception to test something  And now the new log line where we can see that its moved to the ActiveMQ deadletter channel  2008-01-05 15:00:42 218 [enerContainer-2] ERROR org.apache.camel.processor.DeadLetterChannel - Failed delivery for exchangeId: ID-claus-acer/2575-1199541640390/0-9. Handled by the failure processor: sendTo(Endpoint[activemq:queue:dead]). patch is applied with thanks.. 
Improvement,Willem Jiang,2008-01-08T09:48:06+0000,1199785686,Maybe with a screen shot of jconsole in action etc. e.g. like the ActiveMQ page...  http://activemq.apache.org/jmx.html,CAMEL-508 introduces a new feature for JMX - a system property to alter behavior of which MBeanServer to use. Added a wiki page http://cwiki.apache.org/CAMEL/camel-jmx.html. This is a really cool jmx page you have added Willem. However the jconsole image could use to be cropped so its size isn't so large.. done. It may need to wait a while to sync the wiki page.. 
New Feature,Unassigned,2008-01-08T09:52:06+0000,1199785926,So that we can browse the available messages such as on a message queue  in a file system  on a HTTP server etc Useful for management really,We have an optional BrowseableEndpoint interface that an Endpoint can implement now.  so you can browse the endpoints and their messages via this code  List<BrowsableEndpoint> list = CamelContextHelper.getSingletonEndpoints(context  BrowsableEndpoint.class);   then call the getExchanges() method.. Closed all 1.3 tickets. 
Bug,Willem Jiang,2008-01-11T17:08:07+0000,1200071287,When an endpoint is added between a cxf router and a cxf service endpoint the message exchange is interrupted by a NullPointerException.  Example code:  ----JAVA-BEGIN--------------------------------------------------------- //This code works from(StringUtils.join(cxfRouterURI)).to(StringUtils.join(cxfServiceURI));   // This code crashes (same problem with seda and log endpoints) String anyEndpoint = "activemq:someQueue"; ----JAVA-END---------------------------------------------------------  from(StringUtils.join(cxfRouterURI)).to(anyEndpoint).to(StringUtils.join(cxfServiceURI));   ----EXCEPTION-BEGIN----------------------------------- 09/01/2008 18:32:40 org.apache.cxf.phase.PhaseInterceptorChain doIntercept INFO: Interceptor has thrown exception  unwinding now org.apache.cxf.interceptor.Fault         at org.apache.camel.component.cxf.interceptors.RawMessageContentRedirectInterceptor.handleMessage(RawMessageContentRedirectInterceptor.java:43)         at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:207)         at org.apache.camel.component.cxf.invoker.CxfClient.invokeWithMessageStream(CxfClient.java:137)         at org.apache.camel.component.cxf.invoker.CxfClient.dispatch(CxfClient.java:89)         at org.apache.camel.component.cxf.CxfProducer.process(CxfProducer.java:202)         at org.apache.camel.component.cxf.CxfProducer.process(CxfProducer.java:152)         at org.apache.camel.impl.converter.AsyncProcessorTypeConverter$ProcessorToAsynProcessorBridge.process(AsyncProcessorTypeConverter.java:44)         at org.apache.camel.processor.SendProcessor.process(SendProcessor.java:73)         at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChannel.java:143)         at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChannel.java:87)         at org.apache.camel.processor.Pipeline.process(Pipeline.java:101)         at org.apache.camel.processor.Pipeline.process(Pipeline.java:85)         at org.apache.camel.processor.UnitOfWorkProcessor.process(UnitOfWorkProcessor.java:40)         at org.apache.camel.util.AsyncProcessorHelper.process(AsyncProcessorHelper.java:44)         at org.apache.camel.processor.DelegateAsyncProcessor.process(DelegateAsyncProcessor.java:68)         at org.apache.camel.component.cxf.CamelInvoker.invoke(CamelInvoker.java:71)         at org.apache.camel.component.cxf.interceptors.AbstractInvokerInterceptor.handleMessage(AbstractInvokerInterceptor.java:65)         at org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:207)         at org.apache.camel.component.cxf.CxfMessageObserver.onMessage(CxfMessageObserver.java:83)         at org.apache.cxf.transport.http_jetty.JettyHTTPDestination.serviceRequest(JettyHTTPDestination.java:284)         at org.apache.cxf.transport.http_jetty.JettyHTTPDestination.doService(JettyHTTPDestination.java:240)         at org.apache.cxf.transport.http_jetty.JettyHTTPHandler.handle(JettyHTTPHandler.java:54)         at org.mortbay.jetty.handler.ContextHandler.handle(ContextHandler.java:712)         at org.mortbay.jetty.handler.ContextHandlerCollection.handle(ContextHandlerCollection.java:211)         at org.mortbay.jetty.handler.HandlerWrapper.handle(HandlerWrapper.java:139)         at org.mortbay.jetty.Server.handle(Server.java:313)         at org.mortbay.jetty.HttpConnection.handleRequest(HttpConnection.java:506)         at org.mortbay.jetty.HttpConnection$RequestHandler.content(HttpConnection.java:844)         at org.mortbay.jetty.HttpParser.parseNext(HttpParser.java:726)         at org.mortbay.jetty.HttpParser.parseAvailable(HttpParser.java:211)         at org.mortbay.jetty.HttpConnection.handle(HttpConnection.java:381)         at org.mortbay.io.nio.SelectChannelEndPoint.run(SelectChannelEndPoint.java:396)         at org.mortbay.thread.BoundedThreadPool$PoolThread.run(BoundedThreadPool.java:442) Caused by: java.lang.NullPointerException         at org.apache.commons.io.IOUtils.copyLarge(IOUtils.java:1025)         at org.apache.commons.io.IOUtils.copy(IOUtils.java:999)         at org.apache.camel.component.cxf.interceptors.RawMessageContentRedirectInterceptor.handleMessage(RawMessageContentRedirectInterceptor.java:39)         ... 32 more  ----EXCEPTION-END-----------------------------------  Known workaround:  Change the code like this:  ----JAVA-BEGIN---------------------------------------------------------         String anyEndpoint = "activemq:someQueue";          from(StringUtils.join(cxfRouterURI)).process(new Processor(){ 			public void process(Exchange exchange) throws Exception  { 				exchange.setOut(exchange.getIn()); 			}         }).to(anyEndpoint).to(StringUtils.join(cxfServiceURI)); ----JAVA-END---------------------------------------------------------,The patch has been committed to trunk.. Closed all 1.3 tickets. 
Task,Willem Jiang,2008-01-13T08:10:55+0000,1200211855,I just checked the kit of apache camel  found the pom.xml in the apach-camel module is missing some modules which were added few month ago. The missing modules are camel-csv  camel-groovy  camel-jcr  camel-jhc   ...,The patch is in the svn repository now.. Closed all 1.3 tickets. 
Improvement,Willem Jiang,2008-01-13T12:23:01+0000,1200226981,I have a use case   the router configuration could like this                 from("direct:a").multicast().to("direct:x"  "direct:y"  "direct:z");                              from("direct:x").process(new AppendingProcessor("x")).to("direct:aggregater");                from("direct:y").process(new AppendingProcessor("y")).to("direct:aggregater");                from("direct:z").process(new AppendingProcessor("z")).to("direct:aggregater");                              from("direct:aggregater").aggregator(header("cheese")  new BodyAggregatingStrategy()).                         completedPredicate(header("aggregated").isEqualTo(3)).to("mock:result");  Now I send the message to endpoint "direct:a" and I want to get the final result of the processors.  And this requirement  is much like the CAMEL-260.,We can get the out result by specifying aggregation strategy for multicast processor.. The patch is in the svn repository now.. Closed all 1.3 tickets. 
Task,Willem Jiang,2008-01-14T08:44:42+0000,1200300282,cxfEndpoint.xsd's the name space is http://activemq.apache.org/camel/schema/cxfEndpoint   we need to put it into this url. BTW you can find the cxfEndpoint.xsd here  https://svn.apache.org/repos/asf/activemq/camel/trunk/components/camel-cxf/src/main/resources/schema/cxfEndpoint.xsd,In Camel 1.2 we point to cxfEndpoint schema with this url[1] Now we need to update the schema file to this url[2]for automatic deploying  So we need to put the file into this two url[1][2] for supporting both the Camel 1.2 and 1.3  [1]http://activemq.apache.org/camel/schema/cxf/cxfEndpoint.xsd [2]http://activemq.apache.org/camel/schema/cxfEndpoint/camel-cxf.xsd. I just commit a python script which can copy the m2 snapshot xsd into the web site. Here is script url https://svn.apache.org/repos/asf/activemq/scripts/copy_camel_snapshot_xsd.py. I just committed a second version of python script that copy the snapshot xsd. Now we can call the python script from bash.. The script is working now. Closed all 1.3 tickets. 
Bug,Unassigned,2008-01-15T09:28:51+0000,1200389331,patch and summary explains everything,Roman  could you please grant license to ASF if you want the patch applied? Thanks!. Granted. Patch applied with thanks! Keep them coming.. Closed all 1.3 tickets. 
Improvement,Hadrian Zbarcea,2008-01-15T14:45:56+0000,1200408356,Probably it would be useful to have recipientList that in InOut mode doesn't work as a pipeline. I faced that problem  however InOnly is ok. It seems  in InOut it reminds of RoutingSlip. Optionally we could use MulticastProcessor to process "recipients". If you think it makes sense  attached patch enhances camel-core with such feature.,Great stuff - any chance you could remove and re-attach the patch clicking the "Grant to ASF" button so we can use this patch? e.g. see this page  its not granted. Granted. Sorry for inconvenience.. Przemyslav   I decided to not apply the patch and fix the RecipientList instead. The change is similar to your patch with the only notable change that I used multicast with a UseLatestAggregationStrategy to preserve the previous semantics. That is it works as expected for in only and as before for in/out(s) - last result is returned. Currently the strategy is hardcoded and I don't see a serious reason to make it pluggable as one could use multicast for that. If you disagree please reopen the issue and comment.  That said  you get credit both for spotting this and for the patch. Thanks and keep them coming!. Closed all 1.3 tickets. 
Improvement,Unassigned,2008-01-15T16:57:43+0000,1200416263,A RouteBuilder may need to create Java POJO Beans dynamically and register them in the registry to be accessed from a route using a bean:.. URI  the current Java DSL does not have a method to do so.,the references are typically to some external Registry such as JNDI or Spring.  However if a RouteBuilder wants to use its own bean inside the DSL just use the bean() method.  from("activemq:myQueue").bean(new MyBean()).to("activemq:anotherQueue");   or  from("activemq:myQueue").bean(MyBean.class).to("activemq:anotherQueue");   The main thing is  its not really that easy to register a new bean in  say  Spring - so am tempted to leave thing as they are. Would that be ok with you?. See if my explanation in my previous comment is acceptable - if not  let us know and we can reopen. Closing 1.4 issues. 
Bug,Hadrian Zbarcea,2008-01-16T21:14:13+0000,1200518053,Trying to get a simple example working where I move any message put on queue "A" to queue "B".     public void configure()  {        from("activemq:queue:Foo").to("activemq:queue:Bar");    }  My camel-context.xml file looks like the following:   <camelContext useJmx="true" xmlns="http://activemq.apache.org/camel/schema/spring">    <package>org.apache.camel.example.spring</package>  </camelContext>   <bean id="activemq" class="org.apache.camel.component.jms.JmsComponent">  <property name="connectionFactory">    <bean class="org.apache.activemq.ActiveMQConnectionFactory">      <property name="brokerURL" value="vm://localhost?broker.persistent=false"/>    </bean>  </property>  </bean>  I get the following error:  javax.management.MalformedObjectNameException: Could not create ObjectName from: org.apache.camel:context=j3g8zc1/camelContext group=routeBuilder routeType=routeType route=[activemq]queue:warwick.134923438 name=route. Reason: javax.management.MalformedObjectNameException: Invalid character ':' in value part of property        at org.apache.camel.management.CamelNamingStrategy.createObjectName(CamelNamingStrategy.java:213)        at org.apache.camel.management.CamelNamingStrategy.getObjectName(CamelNamingStrategy.java:142)        at org.apache.camel.management.InstrumentationLifecycleStrategy.onRoutesAdd(InstrumentationLifecycleStrategy.java:74)        at org.apache.camel.impl.DefaultCamelContext.addRoutes(DefaultCamelContext.java:312) ...,Already fixed in 1.3. Closed all 1.3 tickets. 
Improvement,Unassigned,2008-01-18T09:30:52+0000,1200648652,Which will dramatically improve JMS performance  while ensuring that we reuse JMS transactions by default  http://www.nabble.com/please-vote-for-SPR-3890-to-improve-Camel%27s-JMS-support-for-both-JMS-transactions-and-efficiency-to13210355s22882.html#a13210355,As this was a workaround for it.... Here's the spring issue thats now resolved in 2.5.1  http://jira.springframework.org/browse/SPR-3890?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel. Closed all 1.3 tickets. 
Improvement,Hadrian Zbarcea,2008-01-18T09:32:24+0000,1200648744,e.g. something like   <camelContext ...>   <routeBuilderRef ref="someBean"/>   <routeBuilderRef ref="anotherBean"/>   ...,Have committed the code for this - though this test case still doesn't work. Am not totally sure why not   https://svn.apache.org/repos/asf/activemq/camel/trunk/components/camel-spring/src/test/java/org/apache/camel/spring/config/RouteBuilderRefTest.java. There were a couple of issues related to spring injection. JAXB was doing its job just fine.. Closed all 1.3 tickets. 
